society,colony,property_type,price_outer,price_per_sqft,Total Floors,Facing,bedrooms,bathrooms,balconies,area,super_built_up_area,built_up_area,carpet_area,plot_area,study room,servant room,store room,pooja room,others,view floor plan,furnishing_type,luxury_score,Overlooking_Categories,area/bedrooms
new minal residency,ayodhya nagar,House,200.0,10000,2.0,,5,3,1,2000.0,,,,2000.0,0,0,0,0,0,0,1,28,Green View Homes,400.0
rai pink city,mahawadiya,House,62.0,4880,2.0,East,4,3,1,1270.49,,,,1250.0,0,0,0,0,0,0,1,13,Green View Homes,317.6225
signature 99,kolar road,Flat,95.0,2984,3.0,West,4,4,2,3183.65,3183.0,2358.0,1677.0,,0,1,0,1,0,0,0,47,Green View Homes,795.9125
shanti enclave,chuna bhatti,Flat,38.0,2235,3.0,,4,2,2,1700.22,,,1700.0,,0,0,0,0,0,0,1,9,Road Facing Homes,425.055
vaibhav apartment,bhopal,Flat,12.0,2000,4.0,,2,2,0,600.0,,,600.0,,0,0,0,0,0,0,1,0,Road Facing Homes,300.0
fortune kasturi,hoshangabad road,Flat,32.0,4000,4.0,North,2,2,2,800.0,,,800.0,,0,0,0,0,0,0,1,46,Amenity Facing Homes,400.0
windsor palms,kolar road,House,55.0,6875,2.0,West,3,3,1,800.0,,,,800.0,0,0,0,0,1,0,0,12,Amenity Facing Homes,266.6666666666667
fortune delight,hoshangabad road,House,135.0,11688,3.0,,4,4,1,1155.03,,2070.0,,1155.0,0,0,0,1,0,0,0,19,Green View Homes,288.7575
swadesh red square,misrod,House,169.0,10562,2.0,East,5,5,3,1600.08,,3200.0,1600.0,1600.0,1,0,0,1,1,0,0,28,Green View Homes,320.01599999999996
shri balaji galaxy city,awadhpuri,House,75.0,9375,1.0,East,3,3,1,800.0,,1420.0,660.0,800.0,0,0,0,0,0,0,1,51,Amenity Facing Homes,266.6666666666667
neelbad,neelbad,House,50.0,5000,2.0,East,4,5,1,1000.0,,,,1000.0,0,0,0,1,0,0,1,3,Road Facing Homes,250.0
fortune saumya,katara hills,Flat,17.0,2485,5.0,,2,1,1,684.1,684.0,,,,0,0,0,0,0,0,1,0,Road Facing Homes,342.05
nayapura,lalgathi,House,220.00000000000003,14666,2.0,,4,3,1,1500.07,,,,1500.0,0,0,0,0,0,0,1,15,Amenity Facing Homes,375.0175
sarc pacific blue,hoshangabad road,Flat,50.0,4545,4.0,North,3,2,1,1100.11,1420.0,,1100.0,,0,0,0,0,0,0,1,40,Green View Homes,366.7033333333333
agrawal sagar pearl phase 1,hoshangabad road,House,120.0,10000,2.0,East,4,4,3,1200.0,,2600.0,1210.0,1200.0,1,0,0,1,1,0,0,30,Premium Scenic Homes,300.0
rohitas nagar,khajuri kalan,House,40.0,5000,1.0,North,2,1,0,800.0,,,,800.0,0,0,0,0,0,0,1,14,Green View Homes,400.0
glorious tower samrat colony,ashoka garden,Flat,17.0,3238,2.0,,2,2,2,525.02,,525.0,,,0,0,0,0,0,0,1,0,Road Facing Homes,262.51
amaltas prospera,bagmugaliya,Flat,38.0,3800,5.0,West,3,2,2,1000.0,,,1000.0,,0,0,0,0,0,0,1,19,Amenity Facing Homes,333.3333333333333
awadhpuri,awadhpuri,House,260.0,3250,2.0,West,4,4,3,8000.0,,,,8000.0,1,1,0,1,1,0,1,18,Amenity Facing Homes,2000.0
ayodhya bypass,ayodhya bypass,House,50.0,9090,2.0,East,3,2,1,550.06,,,,550.0,0,0,0,0,0,0,1,4,Green View Homes,183.35333333333332
lig flats,central bhopal,Flat,15.0,3488,1.0,,1,1,1,430.05,,430.0,,,0,0,0,0,0,0,1,0,Road Facing Homes,430.05
ultimate english villa,kolar road,House,63.0,7875,2.0,East,3,3,3,800.0,,,,800.0,1,0,0,1,0,0,0,34,Amenity Facing Homes,266.6666666666667
firdous nagar,bhopal,House,40.0,2666,1.0,,3,2,1,1500.38,,,,1500.0,0,0,0,0,0,0,1,0,Road Facing Homes,500.1266666666667
archana balaji towers,patel nagar,Flat,25.0,3571,2.0,,2,2,2,700.08,,,700.0,,0,0,0,0,0,0,1,8,Road Facing Homes,350.04
rakhi shankaracharya flower city,misrod,House,125.0,6250,2.0,,4,3,2,2000.0,,2800.0,2000.0,1265.0,0,0,1,1,0,0,0,90,Green View Homes,500.0
lakshya serene wood,chuna bhatti,House,49.0,4336,2.0,,3,3,0,1130.07,,1130.0,,,0,0,0,0,0,0,1,10,Road Facing Homes,376.69
sarvadharm colony,kolar road,House,45.0,3750,2.0,,2,3,2,1200.0,,,,1200.0,0,0,0,0,0,0,1,10,Road Facing Homes,600.0
metro heights mayadham,patel nagar,Flat,50.0,7812,2.0,,2,1,0,640.04,,,640.0,,0,0,0,0,0,0,1,0,Road Facing Homes,320.02
archana balaji towers,patel nagar,Flat,20.0,2928,3.0,,2,2,2,683.06,683.0,,,,0,0,0,0,0,0,1,8,Road Facing Homes,341.53
mirchandani shalimar fortleza,hoshangabad road,Flat,110.0,10566,9.0,East,3,3,3,1041.08,1800.0,,1041.0,,0,0,0,0,0,0,0,58,Premium Scenic Homes,347.02666666666664
globus coral woods,misrod,Flat,95.0,7624,6.0,,3,2,3,1246.07,1246.0,,,,0,0,0,0,0,0,0,44,Green View Homes,415.3566666666666
panchwati colony,lalgathi,House,67.0,8933,2.0,East,2,4,1,750.03,,,,750.0,0,0,0,0,0,0,1,27,Amenity Facing Homes,187.5075
sterling castles,bagmugaliya,House,100.0,9090,2.0,North,4,4,2,1100.11,,,,1100.0,0,0,0,0,0,0,1,12,Amenity Facing Homes,275.0275
empire hights idgah hills,bhopal,Flat,35.0,4915,1.0,,3,2,1,712.11,,,712.0,,0,0,0,0,0,0,1,0,Road Facing Homes,237.37
ishaan grand estate,misrod,House,135.0,10800,2.0,West,4,3,2,1250.0,,2500.0,,1250.0,1,0,1,1,0,0,1,55,Road Facing Homes,312.5
satya prakash nice space,bhopal,Flat,25.0,3834,2.0,South-East,2,1,2,652.06,,,652.0,,0,0,0,0,0,0,0,60,Amenity Facing Homes,326.03
mahabali nagar,gehu kheda,House,42.0,8076,2.0,East,2,3,1,520.06,,,,520.0,0,0,0,0,0,0,1,0,Road Facing Homes,260.03
agrawal sagar golden palm,katara hills,Flat,35.0,2592,5.0,,3,2,1,1350.31,1350.0,,900.0,,0,0,0,0,0,0,0,59,Amenity Facing Homes,450.1033333333333
kolar,gehu kheda,House,300.0,14285,2.0,,5,5,3,2100.11,,,,2100.0,0,1,1,0,0,0,1,10,Amenity Facing Homes,420.02200000000005
bhanpur height,karond,Flat,32.0,4475,3.0,,2,2,2,715.08,,,715.0,,0,0,0,0,0,0,1,23,Green View Homes,357.54
awadhpuri,awadhpuri,House,70.0,5600,2.0,,3,3,2,1250.0,,,,1250.0,0,0,0,0,0,0,1,18,Amenity Facing Homes,416.6666666666667
raksha eden park,hoshangabad road,Flat,45.0,2812,2.0,West,3,3,3,1600.28,1600.0,1110.0,,,0,0,0,0,0,0,1,27,Green View Homes,533.4266666666666
chinarr dream ct,misrod,Flat,26.0,3611,5.0,West,2,2,1,720.02,1200.0,,720.0,,0,0,0,0,0,0,1,49,Green View Homes,360.01
nirupam royal palms,hoshangabad road,Flat,26.0,3058,2.0,East,2,2,3,850.23,990.0,,850.0,,0,0,0,0,0,0,1,45,Amenity Facing Homes,425.115
shiv aangan,bawadia kalan,Flat,50.0,3144,2.0,West,3,3,3,1590.33,1590.0,1190.0,1114.0,,0,0,0,0,0,0,0,33,Amenity Facing Homes,530.11
sanjay complex,central bhopal,Flat,45.0,5769,1.0,,3,2,2,780.03,,,780.0,,0,0,0,0,0,0,1,0,Road Facing Homes,260.01
sagar life style towers,bawadia kalan,Flat,16.0,3555,5.0,East,1,1,1,450.07,,,450.0,,0,0,0,0,0,0,0,106,Green View Homes,450.07
kolar road,kolar road,House,130.0,8666,2.0,North,4,4,2,1500.12,,2400.0,1200.0,1500.0,1,1,0,1,1,0,1,9,Green View Homes,375.03
globus coral woods,misrod,Flat,65.0,3502,5.0,East,3,3,2,1856.08,1856.0,,,,0,0,0,0,0,0,0,54,Premium Scenic Homes,618.6933333333333
shri balaji swastik grand,misrod,Flat,40.0,2162,4.0,,3,3,2,1850.14,,,1850.0,,1,0,0,1,0,0,1,38,Road Facing Homes,616.7133333333334
silver okh,bawadia kalan,Flat,25.0,2705,9.0,,2,2,1,924.21,924.0,,,,0,0,0,0,0,0,1,0,Road Facing Homes,462.105
private bijli colony,govindpura,House,129.0,5375,2.0,,7,5,3,2400.0,,6500.0,4800.0,2400.0,1,1,0,1,1,0,2,64,Road Facing Homes,342.85714285714283
draupadi shivlok phase 5,awadhpuri,House,58.0,7250,2.0,East,3,3,2,800.0,,,,800.0,0,0,0,0,1,0,1,16,Green View Homes,266.6666666666667
navaakar parke serene,gehu kheda,Flat,35.0,3333,1.0,,3,2,1,1050.11,,,1050.0,,0,0,0,0,0,0,0,8,Road Facing Homes,350.03666666666663
city tower,peer gate area,Flat,25.0,3333,1.0,,2,2,1,750.08,,750.0,,,0,0,0,0,0,0,1,6,Road Facing Homes,375.04
rohit nagar,bawadia kalan,House,165.0,11000,2.0,North-East,4,3,3,1500.0,,4000.0,,1500.0,1,0,0,1,1,0,0,14,Premium Scenic Homes,375.0
devki nikunj heights,katara hills,Flat,28.0,3544,6.0,,2,2,3,790.07,,,790.0,,0,0,0,0,0,0,1,22,Green View Homes,395.035
citi vistaar,gehu kheda,Flat,45.0,2851,4.0,East,3,3,2,1578.39,1578.0,,1250.0,,0,0,0,1,1,0,0,59,Premium Scenic Homes,526.13
karond,karond,House,18.0,3000,1.0,,2,2,0,600.0,,600.0,,,0,0,0,0,0,0,1,4,Green View Homes,300.0
fortune kasturi,hoshangabad road,Flat,35.0,2696,4.0,East,2,2,2,1298.22,1298.0,,,,0,0,0,0,0,0,1,71,Premium Scenic Homes,649.11
sarvadharm colony,kolar road,House,32.0,6986,2.0,,2,1,1,458.06,,,,458.0,0,0,0,0,0,0,1,10,Road Facing Homes,229.03
global park city,katara hills,House,70.0,6666,2.0,East,3,2,1,1050.11,,,,1050.0,0,0,0,0,0,0,1,0,Road Facing Homes,350.03666666666663
katara hills,katara hills,House,86.0,6880,3.0,West,5,4,2,1250.0,,2000.0,,1250.0,0,0,0,0,0,0,1,31,Green View Homes,250.0
gammon shrishti cbd,central bhopal,Flat,250.0,12013,10.0,East,3,4,3,2081.08,2081.0,,1246.0,,0,1,0,0,0,0,1,69,Amenity Facing Homes,693.6933333333333
danish hills view,kolar road,Flat,85.0,4358,3.0,East,4,3,1,1950.44,,1950.0,1306.0,,0,0,0,0,0,0,1,47,Green View Homes,487.61
agrawal sagar landmark,ayodhya bypass,Flat,50.64,6743,7.0,North-East,2,1,2,751.0,751.0,,,,0,0,0,0,0,0,1,121,Amenity Facing Homes,375.5
girnar hills,awadhpuri,Flat,16.0,2519,6.0,,2,2,2,635.17,635.0,,530.0,,0,0,0,0,0,0,1,33,Green View Homes,317.585
shriram traders ganga heights 1,gehu kheda,Flat,45.0,3333,4.0,East,3,3,2,1350.14,,,1350.0,,1,1,0,1,1,0,0,50,Green View Homes,450.0466666666667
british park,misrod,Flat,42.0,2228,5.0,,3,3,3,1885.1,,1885.0,1750.0,,0,0,0,0,0,0,1,0,Road Facing Homes,628.3666666666667
ahmedpur kalan,bhopal,House,55.0,9166,3.0,North,3,3,2,600.04,,,,600.0,0,0,0,0,0,0,1,0,Road Facing Homes,200.01333333333332
aryavrat british park,hoshangabad road,Flat,32.0,2424,2.0,,2,2,0,1320.13,,,1320.0,,0,0,0,0,0,0,1,77,Road Facing Homes,660.065
barrai,bhopal,House,76.0,5974,1.0,East,2,3,0,1272.18,,,,1272.0,0,0,0,0,0,0,1,6,Green View Homes,636.09
shiva whispering woods,salaiya,Flat,42.0,2333,5.0,,3,3,2,1800.26,,,1800.0,,0,0,0,0,0,0,1,44,Amenity Facing Homes,600.0866666666667
draupadi shivlok heights,khajuri kalan,Flat,10.0,2857,1.0,,1,1,1,350.02,350.0,,,,0,0,0,0,0,0,1,0,Road Facing Homes,350.02
kolar road,kolar road,House,26.0,3939,1.0,North-East,2,1,0,660.07,,,,660.0,0,0,0,0,0,0,1,9,Green View Homes,330.035
chinarr dream ct,misrod,Flat,31.0,2214,1.0,West,3,2,1,1400.18,,,1400.0,,0,0,0,0,0,0,1,75,Green View Homes,466.7266666666667
bairagarh,bairagarh,House,225.0,22500,2.0,,4,4,2,1000.0,,,,1000.0,0,0,0,0,0,0,1,0,Road Facing Homes,250.0
ibd hallmark citii,chuna bhatti,Flat,18.3,1702,2.0,,3,2,0,1075.21,,1075.0,,,0,0,0,0,0,0,1,27,Green View Homes,358.40333333333336
sajida nagar,bhopal,House,55.1,4318,2.0,North-East,6,3,2,1276.05,,,,1400.0,1,1,0,0,1,0,1,23,Amenity Facing Homes,212.67499999999998
new minal residency,ayodhya nagar,House,75.0,9375,1.0,East,3,3,2,800.0,,,,800.0,0,0,0,0,0,0,1,34,Green View Homes,266.6666666666667
raksha eden park,hoshangabad road,Flat,42.0,3736,4.0,East,3,3,1,1124.2,,,1124.0,,0,0,0,0,0,1,0,42,Green View Homes,374.73333333333335
draupadi shivlok phase 5,awadhpuri,House,60.0,6024,2.0,North-West,3,3,3,996.02,,,,996.0,0,0,0,0,0,0,2,16,Amenity Facing Homes,332.00666666666666
imperial heights,shahjahanabad,Flat,35.0,3888,3.0,East,3,2,1,900.21,,,900.0,,0,0,0,0,0,0,1,32,Road Facing Homes,300.07
agrawal sagar green hills,kolar road,Flat,65.0,4391,2.0,North-West,3,3,3,1480.3,1480.0,,,,0,0,0,0,1,0,0,51,Amenity Facing Homes,493.43333333333334
chinarr 7th mile,outside bhopal,House,22.0,2328,1.0,,3,2,2,945.02,,,,945.0,0,0,0,0,0,0,1,13,Green View Homes,315.00666666666666
airport road,gandhinagar,House,85.0,3542,1.0,East,3,2,1,2399.77,,2400.0,,,0,0,0,0,0,0,1,14,Amenity Facing Homes,799.9233333333333
sanjeev nagar,gandhinagar,House,130.0,8666,2.0,West,5,8,2,1500.12,,,,1500.0,0,0,0,1,0,0,1,3,Green View Homes,150.012
nehru nagar,central bhopal,House,135.0,13500,2.0,East,3,3,2,1000.0,,,,1000.0,0,0,0,0,0,0,1,19,Road Facing Homes,333.3333333333333
globus coral woods,misrod,Flat,120.0,5785,1.0,,5,5,2,2074.33,,2074.0,,,0,0,0,1,0,0,1,78,Amenity Facing Homes,414.866
surabhi smart city,habib ganj,Flat,85.0,8095,8.0,,3,3,2,1050.03,,,1050.0,,0,0,0,0,0,0,1,33,Amenity Facing Homes,350.01
shaligram rudraksh park,bawadia kalan,Flat,55.0,4782,5.0,East,3,3,2,1150.15,,,1150.0,,0,0,0,0,0,0,1,32,Amenity Facing Homes,383.3833333333334
ayodhya bypass,ayodhya bypass,House,65.0,8125,2.0,West,3,2,2,800.0,,,,800.0,0,0,0,0,1,0,1,4,Green View Homes,266.6666666666667
afkar colony,bhopal,House,75.0,9375,2.0,East,4,6,2,800.0,,,,800.0,0,0,0,0,0,0,0,13,Road Facing Homes,100.0
budhwara,bhopal,House,120.0,12000,3.0,,3,5,2,1000.0,,3000.0,,1000.0,0,0,0,0,0,0,1,3,Road Facing Homes,125.0
agrawal sagar campus,chuna bhatti,Flat,45.0,3000,3.0,,3,2,1,1500.0,1500.0,,1200.0,,0,0,0,0,0,0,1,46,Road Facing Homes,500.0
kolar road,kolar road,House,155.0,7750,1.0,,3,3,0,2000.0,,,,2000.0,0,0,0,0,0,0,1,9,Green View Homes,666.6666666666666
chinarr sapphire,bawadia kalan,Flat,56.0,3733,3.0,East,3,2,1,1500.13,1700.0,,1500.0,,0,0,0,0,1,0,0,17,Road Facing Homes,500.04333333333335
hinotiya alam,salaiya,House,48.0,6400,2.0,West,3,4,1,750.0,,,,750.0,1,1,1,1,0,0,1,105,Road Facing Homes,250.0
apollo paradise,bawadia kalan,Flat,40.0,5970,3.0,East,2,2,1,670.02,1000.0,,670.0,,0,0,0,0,0,0,2,55,Road Facing Homes,335.01
10 no stop arera colony,arera colony,House,1550.0,34444,2.0,East,10,9,2,4500.06,,,,4500.0,1,1,1,1,0,0,2,118,Green View Homes,450.00600000000003
shriram sai parisar,khajuri kalan,Flat,24.0,2666,1.0,East,2,2,1,900.23,900.0,,,,0,0,0,0,0,0,1,3,Road Facing Homes,450.115
c sector,shahpura,House,47.0,5641,2.0,,4,4,2,833.19,,,,780.0,0,0,0,0,0,0,0,16,Road Facing Homes,208.2975
geet mohini flats,ayodhya bypass,Flat,6.1,2479,1.0,,1,1,0,246.07,,246.0,200.0,,0,0,0,0,0,0,1,0,Road Facing Homes,246.07
paras heights,ayodhya bypass,Flat,32.0,2368,3.0,,3,2,3,1351.35,1351.0,1074.0,,,0,0,0,0,0,0,1,19,Green View Homes,450.45
banjari dussehra maidan,kolar road,House,185.0,12333,1.0,West,3,3,1,1500.04,,,,1500.0,0,0,0,0,0,0,1,3,Road Facing Homes,500.0133333333333
green meados,central bhopal,House,325.0,15476,3.0,North,5,5,1,2100.03,,,,2100.0,0,0,0,0,0,0,1,16,Green View Homes,420.00600000000003
paras heights,ayodhya bypass,Flat,30.0,2921,6.0,,2,2,2,1027.05,1027.0,,,,0,0,0,0,0,0,1,19,Green View Homes,513.525
veer apartment,bawadia kalan,Flat,150.0,12500,4.0,,3,3,3,1200.0,,,1200.0,,0,0,0,0,0,0,1,0,Road Facing Homes,400.0
soumya evergreen ews,kolar road,Flat,19.0,3275,1.0,,2,2,0,580.15,,580.0,,,0,0,0,0,0,0,1,0,Road Facing Homes,290.075
my city,outside bhopal,House,55.0,6111,2.0,,4,2,2,900.02,,,1800.0,900.0,0,0,0,0,0,0,1,0,Road Facing Homes,225.005
shiv angan,salaiya,Flat,58.0,3222,4.0,,3,3,2,1800.12,,,1800.0,,0,0,0,0,0,0,1,28,Green View Homes,600.04
swadesh orchard valley,kolar road,Flat,64.0,5818,3.0,East,3,2,1,1100.03,,1100.0,962.0,,0,0,0,0,0,0,1,41,Green View Homes,366.6766666666667
rishikesh nirmaan the bellaire mint,gandhinagar,Flat,45.0,3214,3.0,West,3,2,2,1400.12,1400.0,,,,0,0,0,0,0,0,1,52,Green View Homes,466.70666666666665
abhyudayam janki residency,salaiya,House,80.0,8888,2.0,East,4,3,2,900.09,,1450.0,,900.0,0,0,0,0,0,0,1,13,Road Facing Homes,225.0225
khajurkalan,awadhpuri,House,70.0,7954,2.0,West,3,3,1,880.06,,1500.0,,880.0,0,0,0,1,0,0,1,31,Green View Homes,293.3533333333333
bairagarh,bairagarh,House,48.0,8000,1.0,,2,2,2,600.0,,,600.0,,0,0,0,0,0,0,1,0,Road Facing Homes,300.0
vagyashree vally,bhopal,House,45.0,4090,2.0,,3,6,2,1100.24,,,,1100.0,0,0,0,0,0,0,1,0,Road Facing Homes,183.37333333333333
lakhumal nikhil nestles,hoshangabad road,Flat,50.0,3076,6.0,North,3,3,3,1625.49,1625.0,,,,1,0,0,1,0,0,0,76,Amenity Facing Homes,541.83
sai homes,lalgathi,Flat,34.0,3777,1.0,North,4,3,1,900.19,,,900.0,,0,0,0,0,0,0,1,6,Road Facing Homes,225.0475
agrawal sagar golden palm,katara hills,Flat,25.0,3571,1.0,,2,2,1,700.08,,,700.0,,0,0,0,0,0,0,1,48,Amenity Facing Homes,350.04
karond chouraha,karond,House,200.0,5405,3.0,East,10,8,3,3700.28,,,,3700.0,0,0,0,0,0,0,1,17,Road Facing Homes,370.028
housing board colony,shahjahanabad,House,125.0,12500,2.0,,5,4,1,1000.0,,,,1000.0,0,0,0,0,0,0,1,16,Amenity Facing Homes,200.0
goyal flats,shahjahanabad,Flat,27.0,3600,2.0,,2,2,2,750.0,750.0,,,,0,0,0,0,0,0,1,8,Road Facing Homes,375.0
kalpataru galaxy towers,bawadia kalan,Flat,150.0,6976,6.0,,4,4,3,2150.23,2150.0,,1800.0,,0,0,0,0,0,0,1,18,Green View Homes,537.5575
chinaar fortune city,hoshangabad road,Flat,45.0,4891,1.0,East,3,2,1,920.06,,,920.0,,0,0,0,0,0,0,1,58,Green View Homes,306.68666666666667
amaltas westminster,ayodhya bypass,Flat,40.0,4000,4.0,,3,2,1,1000.0,,,1000.0,,0,0,0,0,0,0,1,49,Amenity Facing Homes,333.3333333333333
panchwati colony,lalgathi,House,65.0,7462,3.0,,4,3,2,871.08,,,,871.0,0,0,0,0,0,0,1,27,Amenity Facing Homes,217.77
adarsh colony,bhopal,House,73.95,7395,2.0,East,4,2,2,1000.0,,1700.0,,1000.0,0,0,0,0,0,0,1,12,Road Facing Homes,250.0
kaushal apartment,peer gate area,Flat,35.0,4861,4.0,East,2,2,1,720.02,,,720.0,,0,0,0,0,0,0,2,18,Road Facing Homes,360.01
awadhpuri,awadhpuri,House,90.0,7200,3.0,West,6,4,3,1250.0,,,,1250.0,1,0,0,1,0,0,1,12,Amenity Facing Homes,208.33333333333334
paraspar colony,bhopal,House,110.0,7457,2.0,West,3,3,2,1475.12,,,,1375.0,0,0,0,0,0,0,1,0,Road Facing Homes,491.70666666666665
mansa builders vaidyanath city,karond,House,70.0,5834,2.0,,5,5,3,1199.86,,2400.0,1200.0,1200.0,0,0,0,0,1,0,1,0,Road Facing Homes,239.97199999999998
macker silver estate vertica,katara hills,Flat,55.0,4515,6.0,,3,3,2,1218.16,,2436.0,1218.0,,0,0,0,1,0,0,0,38,Amenity Facing Homes,406.05333333333334
soumya parklands,awadhpuri,Flat,31.0,2750,3.0,East,3,2,2,1127.27,1127.0,,860.0,,0,0,0,0,1,0,1,61,Road Facing Homes,375.75666666666666
indra vihar colony,lalgathi,House,100.0,10000,3.0,,5,5,0,1000.0,,1000.0,,,0,0,0,0,0,0,1,0,Road Facing Homes,200.0
mahakali society,shahpura,House,100.0,8333,1.0,East,3,3,1,1200.05,,2200.0,,1200.0,0,0,0,0,0,0,1,7,Green View Homes,400.01666666666665
aradhana nagar,central bhopal,House,200.0,8333,2.0,North,8,6,1,2400.1,,,,2400.0,0,0,0,0,0,0,1,0,Road Facing Homes,300.0125
rasuliya pathar,bhopal,House,25.0,3125,1.0,East,2,2,1,800.0,,,,800.0,0,0,0,0,0,0,1,5,Road Facing Homes,400.0
raunak apartment,bhopal,Flat,21.0,5399,1.0,,2,1,1,388.96,,,463.0,,0,0,0,0,0,0,1,12,Green View Homes,194.48
aakar canal kinship,bawadia kalan,Flat,52.0,4860,6.0,,2,2,2,1069.96,,1070.0,794.0,,0,0,0,0,0,0,1,25,Green View Homes,534.98
sahara states,hoshangabad road,House,55.0,4122,1.0,,2,2,0,1334.3,,,,1334.0,0,0,0,0,0,0,1,16,Road Facing Homes,667.15
siddhartha enclave,ayodhya nagar,Flat,16.5,2640,3.0,East,2,2,1,625.0,,625.0,504.0,,0,0,0,0,0,0,1,24,Green View Homes,312.5
fast track heavens life,katara hills,House,90.0,5625,2.0,East,3,3,1,1600.0,,1800.0,1600.0,1100.0,0,0,0,0,0,0,0,15,Green View Homes,533.3333333333334
sterling globe grand,hoshangabad road,Flat,42.0,3134,2.0,East,3,2,2,1340.14,1340.0,,,,0,0,0,0,1,0,1,40,Green View Homes,446.71333333333337
ishaan vista,kolar road,House,40.0,6666,1.0,,4,3,1,600.06,,,,600.0,0,0,0,0,0,0,1,13,Amenity Facing Homes,150.015
samara gold,bawadia kalan,Flat,93.0,5027,7.0,East,4,4,3,1850.01,,,1850.0,,0,0,0,0,0,0,1,97,Premium Scenic Homes,462.5025
agrawal sagar lakeview homes,ayodhya bypass,Flat,36.0,3333,4.0,,2,2,0,1080.11,,1080.0,,,0,0,0,0,0,0,1,49,Amenity Facing Homes,540.055
aakriti greens,salaiya,Flat,30.0,2654,1.0,,2,2,1,1130.37,,,1130.0,,0,0,0,0,0,0,1,30,Amenity Facing Homes,565.185
ganga nagar apartment,bhopal,Flat,50.0,5861,9.0,North-East,3,2,2,853.1,,,853.0,,0,0,0,0,1,0,1,27,Premium Scenic Homes,284.3666666666667
rusalli,karond,House,25.0,5555,2.0,,2,2,1,450.05,,1000.0,900.0,450.0,0,0,0,0,0,0,1,0,Road Facing Homes,112.5125
sai ram colony sai mandir,bhopal,House,35.0,4166,1.0,South-East,1,2,1,840.13,,,,840.0,1,0,0,1,0,0,1,3,Road Facing Homes,840.13
ripl maple tree,gandhinagar,Flat,50.88,3200,6.0,,3,2,2,1590.0,1590.0,1400.0,,,0,0,0,1,0,0,2,39,Amenity Facing Homes,530.0
deep apartment,ashoka garden,Flat,25.0,4310,1.0,,2,2,1,580.05,,,580.0,,0,0,0,0,0,0,1,0,Road Facing Homes,290.025
1100 quarters arera colony,arera colony,House,165.0,9166,2.0,East,5,4,2,1800.13,,,,1800.0,1,0,0,1,0,0,1,22,Green View Homes,360.026
covered campus,kolar road,Flat,26.0,3631,2.0,North-East,2,2,2,716.06,,,716.0,,0,0,0,0,0,0,0,41,Road Facing Homes,358.03
vishnu hitech city,bawadia kalan,Flat,55.0,3666,4.0,,3,3,2,1500.27,,,1500.0,,0,0,0,0,0,0,0,53,Green View Homes,500.09
kolar,kolar road,House,55.0,6250,1.0,East,3,3,1,880.0,,1700.0,,880.0,1,0,0,1,1,0,2,34,Amenity Facing Homes,293.3333333333333
lakhumal nikhil nestles,hoshangabad road,Flat,35.0,4117,6.0,North-East,2,2,2,850.13,1200.0,950.0,850.0,,0,0,0,0,0,1,2,104,Amenity Facing Homes,425.065
signature 360,katara hills,Flat,21.0,3134,1.0,North-East,2,2,2,670.07,940.0,750.0,670.0,,0,0,0,0,0,0,1,43,Amenity Facing Homes,335.035
chunabhatti,chuna bhatti,House,150.0,10000,2.0,East,4,4,2,1500.0,,2700.0,,1500.0,1,0,0,1,1,0,1,22,Green View Homes,375.0
salaiya,salaiya,House,125.0,10416,2.0,,4,3,2,1200.08,,,,1200.0,0,0,0,0,0,0,1,9,Green View Homes,300.02
essarjee the new fort,bhopal,Flat,28.0,4666,1.0,,2,1,1,600.09,,,600.0,,0,0,0,0,0,0,1,0,Road Facing Homes,300.045
mahendra square,bawadia kalan,Flat,49.9,6472,1.0,East,2,2,2,771.01,771.0,,,,0,0,0,0,0,0,2,46,Amenity Facing Homes,385.505
centurion sky,katara hills,Flat,26.0,2539,3.0,North,2,2,2,1024.03,1024.0,720.0,,,0,0,0,0,0,0,1,41,Amenity Facing Homes,512.015
,ayodhya bypass,Flat,65.0,4333,1.0,,3,3,0,1500.12,,1500.0,,,0,0,0,0,0,0,1,0,Road Facing Homes,500.03999999999996
haidar manzil,lalgathi,Flat,25.0,3571,3.0,,2,2,1,700.08,,,700.0,,0,0,0,0,0,0,1,0,Road Facing Homes,350.04
bagh umrao dulha,bhopal,House,125.0,10416,3.0,,4,11,2,1200.08,,,,1200.0,0,0,0,0,0,0,1,0,Road Facing Homes,109.09818181818181
awadhpuri,awadhpuri,House,55.0,5500,1.0,North-East,2,2,0,1000.0,,800.0,,1000.0,0,0,0,0,0,0,1,12,Amenity Facing Homes,500.0
asnani spring valley dew,katara hills,Flat,38.0,6119,1.0,,2,2,2,621.02,,621.0,588.0,,0,0,0,0,0,0,1,25,Road Facing Homes,310.51
sagar royal villas,bagmugaliya,House,45.0,4285,5.0,,3,2,0,1050.18,,,1050.0,,0,0,0,0,0,0,1,102,Green View Homes,350.06
swadesh red square,misrod,House,175.0,11666,2.0,,4,3,3,1500.09,,,,1500.0,0,0,1,0,0,0,1,28,Green View Homes,375.0225
nirupam royal palms,hoshangabad road,Flat,20.0,2882,6.0,,2,2,1,693.96,,694.0,575.0,,0,0,0,0,0,0,1,45,Amenity Facing Homes,346.98
chitrance sai vihar,outside bhopal,House,40.0,5063,2.0,North-East,3,3,2,790.05,,,,790.0,0,0,0,0,0,0,1,17,Green View Homes,263.34999999999997
