colony,property_type,price_outer,price_per_sqft,Total Floors,Property Age,bedrooms,bathrooms,balconies,built_up_area,study room,servant room,store room,pooja room,others,view floor plan,furnishing_type,luxury_score,Overlooking_Categories
bagmugaliya,Flat,58.0,4157,4.0,New Property,3,3,2,1674.0,0,0,0,0,0,0,1,30,Green View Homes
salaiya,Flat,55.0,5045,3.0,New Property,3,3,3,1308.0,0,0,0,0,0,0,1,28,Green View Homes
salaiya,Flat,62.5,5841,6.0,Moderate Property,3,2,3,1496.0,0,0,0,0,1,0,2,66,Amenity Facing Homes
karond,House,46.0,3474,3.0,New Property,3,3,3,1324.0,1,1,0,1,0,0,0,3,Road Facing Homes
bagmugaliya,House,110.0,9540,2.0,New Property,3,3,1,2000.0,1,0,0,1,0,0,1,29,Green View Homes
katara hills,Flat,42.0,3333,1.0,Moderate Property,3,2,2,902.0,0,0,0,0,0,0,0,32,Amenity Facing Homes
central bhopal,House,225.0,15000,2.0,Old Property,5,4,2,1500.0,1,0,0,1,1,0,2,0,Road Facing Homes
katara hills,House,77.0,7700,2.0,Moderate Property,3,3,2,1000.0,0,0,0,0,0,0,0,19,Amenity Facing Homes
awadhpuri,House,70.0,8750,2.0,New Property,3,3,2,800.0,0,0,0,0,0,0,1,16,Green View Homes
hoshangabad road,Flat,70.0,3111,3.0,New Property,4,4,2,1671.3465846159959,0,0,0,0,0,1,0,51,Amenity Facing Homes
hoshangabad road,House,120.0,12000,1.0,New Property,4,4,3,1000.0,0,0,0,0,0,0,1,12,Green View Homes
bawadia kalan,House,75.0,7500,1.0,New Property,3,3,2,1000.0,0,0,0,0,0,0,1,12,Green View Homes
ayodhya bypass,Flat,60.0,3896,5.0,New Property,3,3,3,1197.1505768877366,0,0,0,0,0,0,1,54,Green View Homes
kolar road,Flat,32.0,3555,1.0,Old Property,2,2,1,1080.0,1,0,0,1,0,0,2,4,Road Facing Homes
awadhpuri,Flat,35.0,3181,5.0,New Property,3,2,1,1100.0,0,0,0,0,0,0,1,29,Road Facing Homes
bagmugaliya,House,135.0,11250,2.0,Old Property,3,4,1,1200.0,0,0,0,1,0,0,1,0,Road Facing Homes
navi bagh,Flat,13.0,2015,1.0,Old Property,2,1,0,501.4039753847988,0,0,0,0,0,0,1,13,Road Facing Homes
misrod,Flat,105.0,4823,6.0,New Property,4,4,2,1686.0,0,1,0,0,0,0,0,59,Premium Scenic Homes
misrod,House,49.0,4454,1.0,New Property,1,1,0,1320.0,0,0,0,0,0,0,1,4,Green View Homes
kolar road,Flat,11.0,1718,2.0,Moderate Property,1,2,2,497.517122862436,0,0,0,0,0,0,1,0,Road Facing Homes
hoshangabad road,Flat,39.0,3250,4.0,New Property,3,2,1,1200.0,0,0,0,0,0,0,1,59,Amenity Facing Homes
katara hills,Flat,58.0,3222,6.0,New Property,4,4,3,1974.0,0,0,0,0,0,1,1,59,Amenity Facing Homes
bhopal,House,320.0,13333,1.0,Old Property,6,5,3,4000.0,1,1,0,1,1,0,0,0,Road Facing Homes
central bhopal,House,220.00000000000003,12222,2.0,Old Property,2,2,1,1800.0,0,0,0,0,0,0,1,0,Road Facing Homes
arera colony,House,375.0,15625,1.0,Old Property,6,4,3,3050.0,1,1,1,1,0,0,0,69,Road Facing Homes
misrod,Flat,35.0,2916,1.0,Moderate Property,3,3,2,1066.0,0,0,0,0,0,0,1,59,Road Facing Homes
bhopal,Flat,8.0,1066,1.0,Old Property,2,1,2,900.0,0,0,0,0,0,0,1,5,Road Facing Homes
misrod,Flat,23.0,3194,6.0,New Property,2,2,1,864.0,0,0,0,0,0,0,1,49,Green View Homes
chuna bhatti,House,325.0,19230,2.0,New Property,3,3,2,1690.0,0,0,0,0,0,0,2,4,Green View Homes
chuna bhatti,House,35.0,2333,2.0,Old Property,3,2,0,1500.0,0,0,0,0,0,0,1,0,Road Facing Homes
kolar road,House,59.0,3471,2.0,New Property,3,3,0,1700.0,0,0,0,0,0,0,1,34,Premium Scenic Homes
awadhpuri,Flat,17.5,2755,5.0,Moderate Property,2,2,2,493.6302703400732,0,0,0,0,0,1,1,33,Premium Scenic Homes
bagmuliya,House,200.0,7500,2.0,Moderate Property,9,9,3,5000.0,1,1,0,1,1,0,1,6,Road Facing Homes
bawadia kalan,House,150.0,12083,2.0,New Property,4,4,1,2675.0,1,1,0,1,0,0,0,3,Green View Homes
hoshangabad road,Flat,43.0,2965,5.0,New Property,3,2,1,1127.1872314852064,0,0,0,0,0,0,1,40,Road Facing Homes
chuna bhatti,Flat,14.0,2212,3.0,Old Property,2,1,1,633.0,0,0,0,0,0,0,1,0,Road Facing Homes
shahjahanabad,House,350.0,11884,2.0,Old Property,5,5,2,3946.0,1,1,1,1,0,0,1,16,Amenity Facing Homes
gandhinagar,Flat,35.0,3684,2.0,New Property,2,1,1,1140.0,0,0,0,0,0,1,1,0,Road Facing Homes
katara hills,Flat,37.0,2892,2.0,New Property,3,2,3,994.2568752203995,0,0,0,0,0,0,1,59,Green View Homes
bhopal,House,36.0,4800,2.0,Old Property,2,2,1,750.0,0,0,0,0,0,0,1,32,Road Facing Homes
katara hills,Flat,44.0,1770,6.0,New Property,4,4,3,1558.0,0,0,0,0,0,0,1,25,Amenity Facing Homes
katara hills,House,92.0,7360,2.0,New Property,3,3,2,1250.0,1,1,0,1,0,0,0,30,Amenity Facing Homes
neelbad,House,130.0,6500,2.0,Moderate Property,5,2,2,2000.0,0,0,0,0,0,0,1,8,Road Facing Homes
bhopal,House,80.0,3200,2.0,Old Property,4,4,2,2500.0,0,0,0,0,0,0,1,0,Road Facing Homes
hoshangabad road,Flat,60.0,5714,4.0,New Property,3,2,1,1260.0,0,0,0,0,0,0,0,35,Premium Scenic Homes
hoshangabad road,House,110.0,8986,2.0,Old Property,4,3,1,1224.0,0,0,0,0,0,0,1,73,Green View Homes
mandideep,House,22.5,4017,2.0,New Property,3,2,1,560.0,0,0,0,1,0,0,1,0,Road Facing Homes
bhopal,House,22.0,3525,1.0,New Property,2,1,0,624.0,0,0,0,0,0,0,1,0,Road Facing Homes
kolar road,Flat,74.99,5066,4.0,New Property,3,3,3,1235.0,0,0,0,0,1,0,1,51,Road Facing Homes
arera colony,Flat,65.0,3466,2.0,New Property,4,3,3,1509.0,0,0,0,0,0,0,1,46,Amenity Facing Homes
ayodhya bypass,House,92.0,8363,2.0,Old Property,3,3,0,2200.0,0,0,0,0,0,0,1,3,Road Facing Homes
karond,House,38.0,6333,3.0,Moderate Property,3,3,3,600.0,0,0,0,0,0,0,1,0,Road Facing Homes
arera colony,House,750.0,25000,3.0,Old Property,4,4,3,3000.0,0,1,1,0,0,0,1,13,Green View Homes
shirdipuram,Flat,55.0,4867,5.0,Old Property,4,3,3,878.4286700539885,0,0,0,0,0,0,1,61,Green View Homes
shahjahanabad,House,120.0,4000,3.0,Old Property,9,6,0,3000.0,0,0,0,0,0,0,1,22,Green View Homes
central bhopal,Flat,200.0,11331,4.0,New Property,3,3,2,1372.0589403940617,0,1,0,0,0,0,0,35,Amenity Facing Homes
central bhopal,Flat,245.00000000000003,9800,8.0,Old Property,4,4,3,2000.0,1,1,0,1,1,0,1,49,Premium Scenic Homes
misrod,Flat,14.5,2116,1.0,New Property,2,1,1,650.0,0,0,0,0,0,0,1,73,Green View Homes
chuna bhatti,House,85.0,9199,2.0,Old Property,3,3,2,1800.0,0,0,0,0,0,0,2,0,Road Facing Homes
khajuri kalan,Flat,25.0,3373,6.0,New Property,2,2,1,741.0,0,0,0,0,0,0,1,27,Road Facing Homes
bhopal,Flat,25.0,3333,1.0,Old Property,2,2,1,900.0,0,0,0,0,0,0,0,0,Road Facing Homes
arera colony,House,1700.0,40476,2.0,Old Property,4,4,3,4200.0,0,1,1,0,0,0,2,0,Road Facing Homes
hoshangabad road,House,60.0,8571,2.0,Moderate Property,2,4,1,700.0,0,0,0,0,0,0,1,48,Green View Homes
awadhpuri,House,115.0,10492,2.0,New Property,4,5,3,2950.0,0,0,0,1,0,0,0,24,Green View Homes
gandhinagar,Flat,70.0,5833,2.0,New Property,3,2,2,1400.0,0,0,0,0,0,0,2,44,Green View Homes
peer gate area,House,65.0,7319,2.0,Old Property,4,4,1,888.0,0,0,0,0,0,0,1,0,Road Facing Homes
bhopal,Flat,46.0,5750,2.0,New Property,2,3,2,960.0,0,0,0,0,0,0,0,6,Road Facing Homes
gandhinagar,Flat,80.0,3200,6.0,New Property,4,3,2,3000.0,0,0,0,0,0,0,1,30,Amenity Facing Homes
habib ganj,House,375.0,9375,2.0,Old Property,4,4,3,4000.0,0,1,0,0,0,0,1,3,Green View Homes
piplani,House,230.0,9583,1.0,Old Property,4,2,0,1680.0,0,0,0,0,1,0,0,10,Green View Homes
chuna bhatti,House,65.0,3421,2.0,Old Property,4,4,0,1900.0,0,0,0,0,0,0,1,0,Road Facing Homes
katara hills,House,95.0,6333,2.0,New Property,4,4,2,2300.0,0,0,0,0,1,0,1,22,Green View Homes
katara hills,Flat,30.0,2463,4.0,Moderate Property,3,2,3,1218.0,0,0,0,0,0,0,1,56,Amenity Facing Homes
ayodhya bypass,House,45.0,6428,2.0,New Property,2,2,1,700.0,0,0,0,0,0,0,1,7,Green View Homes
bhopal,House,70.0,8333,2.0,Old Property,4,3,1,1680.0,0,0,0,0,0,0,0,26,Road Facing Homes
shahpura,House,155.0,12400,3.0,Moderate Property,6,6,3,3200.0,0,0,1,1,0,0,0,31,Green View Homes
lalgathi,House,135.0,9000,3.0,Old Property,6,3,2,2200.0,0,0,0,0,0,0,1,0,Road Facing Homes
bhopal,House,80.0,9090,2.0,Moderate Property,3,2,2,880.0,0,0,0,0,0,0,1,4,Road Facing Homes
mandideep,House,25.0,3378,1.0,New Property,2,2,1,740.0,0,0,0,0,0,0,1,21,Green View Homes
bawadia kalan,Flat,35.0,5384,2.0,New Property,1,1,1,780.0,0,0,0,0,0,0,1,0,Road Facing Homes
shahpura,Flat,42.0,3230,2.0,Old Property,3,2,3,1030.0,0,0,0,0,0,0,0,43,Green View Homes
hoshangabad road,House,120.0,12000,2.0,Moderate Property,4,3,2,1000.0,0,0,0,0,0,0,1,0,Road Facing Homes
misrod,Flat,21.5,2362,4.0,Moderate Property,2,2,1,1092.0,0,0,0,0,0,0,0,72,Green View Homes
habib ganj,House,200.0,13333,2.0,Old Property,6,6,1,1500.0,0,0,0,0,0,0,1,3,Green View Homes
kolar road,Flat,55.0,3928,6.0,New Property,3,3,0,1680.0,0,0,0,0,0,0,1,71,Green View Homes
ayodhya bypass,House,96.0,5333,1.0,Old Property,5,3,1,2590.0,0,0,0,1,0,0,0,22,Road Facing Homes
piplani,Flat,22.0,3666,3.0,Old Property,2,2,1,780.0,0,0,0,0,0,0,1,36,Road Facing Homes
misrod,Flat,25.0,3571,3.0,Moderate Property,2,2,2,544.1593531307893,0,0,0,0,0,0,1,20,Green View Homes
peer gate area,Flat,16.53,2543,1.0,Moderate Property,2,2,2,505.29082790716154,0,0,0,0,0,0,1,11,Road Facing Homes
piplani,House,86.0,7166,1.0,New Property,2,3,0,1200.0,0,0,0,0,0,0,1,0,Road Facing Homes
hoshangabad road,Flat,44.0,4631,4.0,Moderate Property,3,2,0,738.5019792489285,0,0,0,0,0,0,1,45,Green View Homes
shahpura,House,200.0,9523,2.0,Old Property,6,7,3,2100.0,1,1,0,1,0,0,0,5,Road Facing Homes
bhopal,Flat,25.0,4166,2.0,New Property,2,2,1,720.0,0,0,0,0,0,0,1,30,Green View Homes
gandhinagar,Flat,57.0,4347,4.0,New Property,3,2,2,1150.0,0,0,0,0,0,0,0,50,Road Facing Homes
misrod,Flat,93.0,4823,6.0,Moderate Property,4,3,2,1498.7703326230885,0,0,0,0,0,0,2,59,Road Facing Homes
katara hills,House,95.0,10894,2.0,New Property,3,2,2,872.0,0,0,0,0,0,0,1,34,Green View Homes
bagmugaliya,Flat,60.0,4395,1.0,Moderate Property,3,3,2,1061.1107386050392,0,0,0,0,0,0,1,21,Green View Homes
awadhpuri,House,70.0,7070,2.0,New Property,3,3,2,990.0,0,0,0,1,0,0,1,0,Road Facing Homes
bagmuliya,Flat,25.0,3846,2.0,Old Property,2,2,1,780.0,0,0,0,0,0,0,1,59,Road Facing Homes
shahjahanabad,Flat,52.0,3851,1.0,Moderate Property,3,2,2,1049.4501810379509,0,0,0,0,0,0,1,28,Green View Homes
ayodhya bypass,Flat,30.0,2400,2.0,New Property,3,2,1,1500.0,0,0,0,0,0,1,1,28,Green View Homes
katara hills,House,40.0,6666,2.0,Moderate Property,3,2,1,600.0,0,0,0,0,0,0,1,48,Green View Homes
bawadia kalan,Flat,90.0,6000,3.0,New Property,3,3,3,1800.0,0,0,0,0,0,0,1,36,Road Facing Homes
chuna bhatti,House,250.0,11363,2.0,New Property,4,4,2,2200.0,1,1,1,1,0,0,2,56,Amenity Facing Homes
gandhinagar,Flat,10.5,2333,2.0,Moderate Property,2,1,1,540.0,0,0,0,0,0,0,1,0,Road Facing Homes
mandideep,House,400.0,15267,2.0,Old Property,3,3,1,2620.0,0,0,0,0,0,0,1,0,Road Facing Homes
misrod,Flat,55.0,4583,5.0,New Property,3,2,1,1440.0,1,0,0,0,0,0,1,60,Amenity Facing Homes
hoshangabad road,House,50.0,5555,1.0,New Property,3,2,0,900.0,0,0,0,0,0,0,1,74,Road Facing Homes
kolar road,House,150.0,12500,2.0,Moderate Property,5,4,0,1200.0,0,0,0,0,0,0,1,4,Road Facing Homes
katara hills,House,80.0,8000,2.0,Moderate Property,3,3,1,1000.0,0,0,0,0,0,0,1,25,Green View Homes
shahjahanabad,Flat,51.0,5905,3.0,Old Property,3,2,1,914.4,0,0,0,0,0,0,0,14,Road Facing Homes
kolar road,Flat,35.0,5384,1.0,Old Property,2,2,1,780.0,0,0,0,0,0,0,0,42,Road Facing Homes
katara hills,Flat,33.0,2750,1.0,Moderate Property,3,2,1,932.8446053670675,0,0,0,0,0,0,0,59,Amenity Facing Homes
bawadia kalan,House,280.0,19417,3.0,New Property,5,5,2,4200.0,1,1,0,1,1,0,0,34,Premium Scenic Homes
salaiya,Flat,27.0,2186,3.0,New Property,3,3,2,1482.0,0,0,0,0,1,0,1,33,Green View Homes
central bhopal,House,100.0,9950,2.0,Moderate Property,3,4,0,1005.0,0,0,0,0,0,0,1,0,Road Facing Homes
gandhinagar,Flat,7.0,2000,1.0,New Property,1,1,1,370.0,0,0,0,0,0,0,0,0,Road Facing Homes
shirdipuram,House,90.0,9000,2.0,New Property,3,10,0,1000.0,0,0,0,0,0,0,1,61,Green View Homes
gandhinagar,Flat,51.0,4636,3.0,New Property,3,2,1,1260.0,0,0,0,0,0,0,1,51,Premium Scenic Homes
bypass road,House,32.0,7111,1.0,New Property,1,1,0,450.0,0,0,0,0,0,0,1,0,Green View Homes
arera colony,Flat,60.0,4000,5.0,Moderate Property,4,3,2,1864.0,0,1,0,1,0,0,1,46,Green View Homes
arera colony,House,515.0,21458,2.0,Old Property,6,5,2,3500.0,0,0,0,0,0,0,1,24,Road Facing Homes
lalgathi,Flat,65.0,3250,6.0,Moderate Property,4,3,3,2400.0,0,0,0,0,0,0,1,19,Road Facing Homes
bagmugaliya,House,145.0,12083,2.0,Old Property,4,4,2,1200.0,0,0,0,0,0,0,1,0,Road Facing Homes
arera colony,House,127.0,12700,1.0,New Property,3,3,2,1000.0,0,0,0,0,0,0,1,12,Green View Homes
piplani,House,54.9,3050,2.0,Old Property,4,4,1,1800.0,0,0,0,0,0,0,1,5,Road Facing Homes
bagmugaliya,Flat,35.0,5223,2.0,Moderate Property,2,2,0,520.8382379966126,0,0,0,0,0,0,1,31,Road Facing Homes
bagmuliya,House,135.0,9642,2.0,New Property,5,5,3,1400.0,0,1,0,0,0,0,1,0,Road Facing Homes
govindpura,Flat,30.0,2875,3.0,Old Property,2,2,2,621.896403578045,0,0,0,1,1,0,0,55,Road Facing Homes
bawadia kalan,House,175.0,12367,2.0,Moderate Property,4,3,2,1415.0,1,1,1,1,0,0,2,56,Green View Homes
habib ganj,Flat,25.0,4545,2.0,Old Property,2,2,1,660.0,0,0,0,0,0,0,0,0,Road Facing Homes
bagmugaliya,House,92.0,7829,2.0,New Property,3,3,2,1175.0,1,0,0,0,1,0,0,28,Green View Homes
kolar road,House,55.0,7857,2.0,Old Property,3,3,2,1200.0,0,0,0,1,0,0,1,42,Road Facing Homes
kolar road,Flat,33.0,2543,1.0,New Property,3,2,3,1093.0,0,0,0,0,0,0,1,41,Green View Homes
hoshangabad road,Flat,48.0,3168,1.0,Moderate Property,3,2,2,1818.0,0,0,0,0,0,0,0,69,Premium Scenic Homes
bawadia kalan,Flat,95.0,6054,5.0,Moderate Property,3,3,2,1318.0,0,0,0,0,0,0,1,51,Amenity Facing Homes
central bhopal,House,225.0,16071,3.0,Moderate Property,4,3,2,2080.0,0,0,0,0,0,0,1,12,Green View Homes
hoshangabad road,House,50.0,4347,2.0,Old Property,3,3,2,1800.0,0,0,0,0,0,0,0,4,Green View Homes
awadhpuri,House,125.0,8928,2.0,Moderate Property,4,3,2,2400.0,1,0,0,0,0,0,0,12,Green View Homes
gehu kheda,Flat,70.0,5185,3.0,New Property,3,2,1,1620.0,0,0,0,0,0,0,2,31,Road Facing Homes
chuna bhatti,Flat,25.0,2439,5.0,Old Property,3,3,3,1025.0,0,0,0,0,0,0,1,15,Green View Homes
bawadia kalan,Flat,38.0,5066,2.0,Moderate Property,2,2,1,900.0,0,0,0,0,0,0,2,13,Road Facing Homes
misrod,House,55.0,9166,3.0,New Property,2,5,3,600.0,0,0,0,0,0,0,1,23,Green View Homes
piplani,Flat,16.5,3273,3.0,Old Property,2,2,2,604.8,0,0,0,0,0,0,1,21,Road Facing Homes
kolar road,Flat,42.0,2470,5.0,New Property,3,3,3,1321.5298576033456,0,0,0,0,0,0,1,20,Road Facing Homes
misrod,House,75.0,7142,2.0,Moderate Property,4,4,2,1800.0,0,0,0,1,0,0,1,16,Amenity Facing Homes
gehu kheda,Flat,10.0,2000,5.0,New Property,1,1,0,600.0,0,0,0,0,0,0,1,32,Road Facing Homes
bhopal,Flat,22.5,4113,1.0,Moderate Property,2,2,1,425.22166594648826,0,0,0,0,0,0,1,5,Road Facing Homes
chuna bhatti,House,65.0,6190,1.0,Old Property,3,2,0,1050.0,0,0,0,0,0,0,1,0,Road Facing Homes
hoshangabad road,Flat,100.0,10521,1.0,New Property,2,1,1,1140.0,0,0,0,0,0,0,1,18,Road Facing Homes
kolar road,Flat,21.0,3853,2.0,Old Property,2,2,1,654.0,0,0,0,0,0,0,1,42,Road Facing Homes
salaiya,Flat,55.0,3666,1.0,Moderate Property,3,2,2,1561.0,0,0,0,0,0,0,1,41,Green View Homes
neelbad,Flat,55.0,3928,3.0,New Property,3,2,1,1450.0,0,0,0,0,0,0,1,0,Amenity Facing Homes
arera colony,Flat,35.0,5384,1.0,Old Property,2,2,1,780.0,0,0,0,0,0,0,1,0,Road Facing Homes
mandideep,House,175.0,12052,3.0,Old Property,6,5,2,3000.0,1,1,0,0,1,0,1,12,Green View Homes
central bhopal,House,325.0,13541,3.0,Moderate Property,7,10,3,2400.0,1,1,0,1,0,0,1,19,Green View Homes
central bhopal,Flat,240.0,10434,9.0,Moderate Property,3,4,3,2110.0,1,1,0,1,1,0,0,32,Premium Scenic Homes
misrod,Flat,14.5,2230,5.0,New Property,2,1,1,505.29082790716154,0,0,0,0,0,0,1,53,Green View Homes
katara hills,House,95.0,7600,1.0,New Property,3,2,2,1250.0,0,0,0,0,0,0,1,16,Green View Homes
gehu kheda,Flat,45.0,2903,4.0,New Property,3,3,2,1204.9242819324622,1,1,0,1,1,1,0,21,Green View Homes
bhopal,Flat,95.0,5937,33.0,New Property,3,2,1,1243.79280715609,0,0,0,0,0,0,1,0,Road Facing Homes
katara hills,Flat,22.0,2650,1.0,Old Property,2,2,1,645.2175187122217,0,0,0,0,0,0,1,19,Road Facing Homes
ayodhya bypass,Flat,31.5,4144,3.0,Moderate Property,2,2,2,876.0,0,0,0,0,0,0,0,43,Green View Homes
bawadia kalan,Flat,90.0,4687,4.0,Moderate Property,3,4,2,1492.551368587308,0,0,0,0,1,0,1,51,Amenity Facing Homes
awadhpuri,House,55.0,7857,2.0,Old Property,3,2,1,700.0,0,0,0,0,0,0,0,16,Green View Homes
hoshangabad road,Flat,55.0,5308,4.0,New Property,3,2,2,1243.2,0,0,0,1,0,0,0,61,Amenity Facing Homes
ayodhya bypass,House,25.0,4166,1.0,New Property,2,1,1,720.0,1,1,0,1,1,0,1,14,Amenity Facing Homes
bhopal,House,29.11,3234,2.0,Old Property,3,3,2,900.0,0,0,0,0,0,0,1,30,Road Facing Homes
bhopal,House,85.0,7727,2.0,Moderate Property,3,3,2,1100.0,0,0,0,0,0,0,1,0,Road Facing Homes
mandideep,House,175.0,12052,3.0,New Property,4,4,3,1452.0,0,0,0,0,0,0,1,0,Green View Homes
central bhopal,House,225.0,16071,2.0,Moderate Property,4,3,3,2080.0,0,0,0,0,0,0,1,41,Amenity Facing Homes
kolar road,Flat,8.5,944,1.0,New Property,1,1,0,699.6334540253006,0,0,0,0,0,0,1,0,Road Facing Homes
hoshangabad road,Flat,43.0,3028,3.0,New Property,3,2,1,1103.8661163510299,0,0,0,0,1,0,2,35,Premium Scenic Homes
hoshangabad road,House,90.0,7200,2.0,Moderate Property,4,4,2,1250.0,0,0,0,0,0,0,1,69,Amenity Facing Homes
bairagarh,House,250.0,16666,1.0,Moderate Property,2,2,1,1500.0,0,0,0,0,0,0,1,0,Road Facing Homes
ayodhya bypass,Flat,40.0,3703,6.0,New Property,2,2,2,839.5601448303607,0,0,0,0,0,0,1,80,Green View Homes
habib ganj,House,250.0,10416,1.0,Old Property,4,3,0,2400.0,0,0,0,0,0,0,1,0,Road Facing Homes
arera colony,House,200.0,11111,2.0,Moderate Property,4,3,2,1800.0,1,1,1,1,0,0,1,104,Amenity Facing Homes
misrod,Flat,63.0,5753,1.0,New Property,3,3,2,1095.0,0,0,0,0,0,0,1,51,Amenity Facing Homes
gandhinagar,Flat,60.0,5000,1.0,New Property,4,3,1,1284.0,1,0,0,1,1,1,1,38,Road Facing Homes
bhopal,Flat,12.0,2390,3.0,Old Property,2,2,2,602.4,0,0,0,0,0,0,1,8,Road Facing Homes
bawadia kalan,Flat,55.0,3892,6.0,New Property,3,3,2,1209.0,0,0,0,0,0,0,0,43,Green View Homes
shahjahanabad,Flat,70.0,5833,1.0,Moderate Property,3,2,2,1342.0,0,0,0,0,0,0,1,10,Road Facing Homes
hoshangabad road,Flat,21.0,2471,2.0,New Property,2,1,1,850.0,0,0,0,0,0,0,1,69,Amenity Facing Homes
ayodhya bypass,Flat,27.5,2291,1.0,New Property,2,2,3,946.0,0,0,0,0,0,0,1,25,Road Facing Homes
aishbagh,House,120.0,6000,2.0,Old Property,6,4,0,2000.0,0,0,0,0,0,0,1,0,Road Facing Homes
aishbagh,Flat,650.0,19817,1.0,Under Construction,2,2,1,3936.0,0,0,0,0,0,0,1,8,Road Facing Homes
central bhopal,House,120.0,10434,2.0,Old Property,4,2,2,2400.0,1,0,1,1,0,0,0,39,Road Facing Homes
bawadia kalan,House,65.0,5652,2.0,New Property,3,5,1,1380.0,0,0,0,0,0,0,1,56,Green View Homes
katara hills,Flat,26.0,1914,6.0,New Property,3,3,3,1006.0,0,0,0,0,0,0,1,47,Green View Homes
aishbagh,House,290.0,16192,2.0,Old Property,3,3,1,2160.0,0,0,0,0,0,0,1,0,Road Facing Homes
govindpura,Flat,29.0,2636,2.0,Old Property,3,2,2,1320.0,0,0,0,0,0,0,1,0,Road Facing Homes
bhopal,House,65.0,8125,2.0,Old Property,2,2,1,800.0,0,0,0,0,0,0,1,0,Road Facing Homes
bhopal,House,62.0,6888,2.0,Old Property,3,2,1,1650.0,0,0,0,0,0,0,1,0,Road Facing Homes
katara hills,Flat,40.0,5000,5.0,New Property,2,2,2,960.0,0,0,0,0,0,0,2,55,Green View Homes
ayodhya bypass,Flat,14.0,3111,3.0,New Property,1,1,1,540.0,0,0,0,0,1,0,1,28,Green View Homes
habib ganj,House,400.0,10000,1.0,Old Property,4,4,3,4000.0,0,0,0,0,0,0,1,3,Green View Homes
bawadia kalan,House,90.0,8866,3.0,Moderate Property,4,2,2,1015.0,0,0,0,0,0,0,1,3,Road Facing Homes
kolar road,Flat,25.0,2500,1.0,Moderate Property,3,2,1,860.0,0,0,0,0,0,0,1,24,Road Facing Homes
karond,House,85.0,7391,3.0,New Property,5,4,2,1380.0,0,0,0,0,0,0,1,0,Amenity Facing Homes
katara hills,Flat,32.0,2666,2.0,Moderate Property,3,2,1,1036.0,0,0,0,0,0,0,1,59,Amenity Facing Homes
katara hills,Flat,36.9,2713,3.0,Moderate Property,3,2,2,1069.0,0,0,0,0,0,0,1,65,Green View Homes
bawadia kalan,House,110.0,9565,2.0,New Property,2,2,1,1150.0,0,0,0,0,0,0,1,56,Green View Homes
bairagarh,House,250.0,7142,1.0,New Property,5,5,2,2500.0,0,0,0,0,1,0,1,13,Green View Homes
patel nagar,House,65.0,6190,2.0,New Property,4,4,1,1050.0,0,0,0,0,0,0,1,3,Amenity Facing Homes
misrod,House,100.0,9090,2.0,New Property,4,4,2,1800.0,0,1,0,0,0,0,1,23,Green View Homes
piplani,House,85.0,8500,2.0,New Property,4,4,1,1000.0,0,0,0,1,0,0,0,3,Green View Homes
bagmugaliya,House,95.0,4318,2.0,Old Property,3,3,2,2500.0,0,0,0,0,0,0,0,67,Road Facing Homes
navi bagh,House,18.0,3000,1.0,Under Construction,2,2,1,600.0,1,1,0,1,1,0,1,3,Premium Scenic Homes
katara hills,Flat,43.0,2047,6.0,New Property,3,3,1,2520.0,0,0,0,0,0,0,2,43,Amenity Facing Homes
arera colony,Flat,75.0,3000,5.0,New Property,5,4,3,3000.0,0,0,0,0,0,0,1,46,Green View Homes
hoshangabad road,Flat,25.0,2173,5.0,New Property,2,1,1,969.0,0,0,0,0,0,0,1,59,Amenity Facing Homes
bhopal,House,10.4,2311,2.0,Moderate Property,3,2,1,450.0,0,0,0,0,0,0,1,3,Road Facing Homes
kolar road,Flat,45.0,6130,1.0,Moderate Property,2,2,2,880.8,1,0,0,1,1,1,1,35,Premium Scenic Homes
ayodhya bypass,House,92.0,11500,2.0,Moderate Property,2,3,1,800.0,0,0,0,0,0,0,1,25,Road Facing Homes
ayodhya bypass,House,275.0,12500,2.0,New Property,5,4,2,3600.0,0,0,0,0,0,0,1,26,Amenity Facing Homes
central bhopal,House,30.0,499,3.0,New Property,6,3,3,2000.0,1,0,0,0,1,0,1,24,Road Facing Homes
govindpura,House,300.0,15706,1.0,Old Property,4,3,2,2500.0,1,0,0,0,1,0,1,8,Green View Homes
hoshangabad road,House,300.0,12500,2.0,Under Construction,5,5,3,2400.0,0,0,0,0,0,0,1,0,Road Facing Homes
bawadia kalan,House,110.0,8943,2.0,Moderate Property,4,4,2,2200.0,0,0,0,0,0,0,1,23,Amenity Facing Homes
katara hills,Flat,16.0,2406,1.0,New Property,2,1,2,798.0,0,0,0,0,0,0,2,28,Green View Homes
bhopal,House,60.0,4000,2.0,New Property,4,4,2,1500.0,0,0,0,0,0,0,1,0,Road Facing Homes
ayodhya nagar,House,99.0,7857,2.0,Moderate Property,3,3,2,1260.0,0,0,0,0,0,0,1,28,Green View Homes
bhopal,House,80.0,6666,1.0,Old Property,3,2,0,1000.0,0,0,0,0,0,0,1,0,Road Facing Homes
shahjahanabad,Flat,23.0,2300,2.0,Old Property,5,4,2,1200.0,0,0,0,0,0,0,1,3,Road Facing Homes
bhopal,House,1200.0,36363,2.0,Old Property,10,4,3,3960.0,0,0,0,0,0,0,1,12,Premium Scenic Homes
bhopal,House,125.0,7812,2.0,New Property,5,2,1,1600.0,0,0,0,0,0,0,1,14,Road Facing Homes
