colony,property_type,Total Floors,Property Age,bedrooms,bathrooms,balconies,built_up_area,servant room,store room,furnishing_type,Overlooking_Categories,luxury_category,price
9.0,1.0,2.0,2.0,3,2,2,1000.0,0,0,1,1.0,1.0,60.0
22.0,0.0,3.0,0.0,2,2,1,1003.2,0,0,2,3.0,1.0,30.0
9.0,1.0,2.0,0.0,4,4,2,1300.0,0,0,1,3.0,1.0,130.0
6.0,0.0,3.0,1.0,3,3,2,1301.0,0,0,0,1.0,1.0,62.0
32.0,1.0,3.0,1.0,5,3,2,2400.0,0,0,1,3.0,1.0,350.0
6.0,0.0,5.0,1.0,3,2,1,1620.0,0,0,1,3.0,1.0,55.0
35.0,0.0,1.0,2.0,2,2,1,840.0,0,0,1,3.0,1.0,30.0
9.0,0.0,4.0,0.0,2,1,1,540.0,0,0,0,3.0,2.0,30.0
20.0,1.0,2.0,0.0,3,3,1,920.0,0,0,1,0.0,2.0,73.0
22.0,0.0,1.0,0.0,3,3,3,1150.0,0,0,0,3.0,2.0,62.0
20.0,0.0,5.0,2.0,2,2,2,1200.0,0,0,1,0.0,2.0,20.0
36.0,0.0,3.0,0.0,3,3,2,967.04890756386,0,0,1,0.0,2.0,65.0
10.0,1.0,2.0,0.0,3,2,1,400.0,0,0,0,3.0,1.0,22.0
22.0,0.0,3.0,1.0,2,2,2,819.5999999999999,0,0,1,3.0,1.0,20.0
19.0,1.0,2.0,1.0,4,2,2,863.0,0,0,1,1.0,1.0,40.0
15.0,1.0,2.0,2.0,4,4,1,1500.0,0,0,1,1.0,1.0,150.0
20.0,0.0,4.0,0.0,2,2,0,780.0,0,0,1,0.0,2.0,40.0
26.0,0.0,5.0,1.0,3,3,2,1471.0,1,1,1,0.0,2.0,65.0
32.0,1.0,2.0,0.0,4,4,1,1000.0,0,0,1,3.0,1.0,80.0
6.0,1.0,3.0,2.0,6,6,2,10760.0,1,1,1,1.0,2.0,795.0
11.0,0.0,2.0,0.0,4,4,0,1872.0,0,0,1,3.0,1.0,55.0
4.0,0.0,6.0,1.0,3,3,3,1225.0,0,1,1,1.0,2.0,32.0
9.0,0.0,1.0,1.0,2,2,0,1710.2151098396237,0,0,1,3.0,1.0,200.0
23.0,1.0,3.0,0.0,8,8,3,2760.0,0,0,1,3.0,1.0,225.0
13.0,1.0,2.0,2.0,4,4,2,2300.0,0,0,1,3.0,1.0,150.0
4.0,1.0,3.0,2.0,2,4,1,1000.0,0,0,1,3.0,1.0,90.0
21.0,1.0,2.0,2.0,4,2,2,940.0,0,0,1,3.0,1.0,60.0
20.0,0.0,1.0,0.0,2,1,1,684.0,0,0,1,3.0,1.0,25.0
26.0,0.0,2.0,0.0,3,2,2,1500.0,0,0,1,0.0,2.0,33.0
0.0,0.0,2.0,0.0,2,2,1,570.0,0,0,1,1.0,1.0,30.0
33.0,1.0,2.0,1.0,4,3,2,968.0,1,0,1,1.0,1.0,80.0
35.0,1.0,2.0,0.0,4,4,2,1000.0,0,0,0,3.0,1.0,120.0
4.0,0.0,7.0,1.0,3,3,3,1177.7163142759227,0,0,1,3.0,2.0,57.0
3.0,1.0,2.0,1.0,2,2,1,750.0,0,0,1,0.0,1.0,28.0
22.0,1.0,2.0,0.0,3,4,1,1500.0,0,0,1,3.0,1.0,95.0
18.0,1.0,2.0,1.0,3,3,1,750.0,0,0,1,0.0,1.0,47.0
12.0,1.0,3.0,2.0,10,6,3,3120.0,0,0,0,3.0,1.0,85.0
17.0,1.0,2.0,0.0,4,3,2,1100.0,0,0,1,3.0,1.0,87.0
4.0,1.0,2.0,2.0,3,2,1,1420.0,0,0,1,3.0,2.0,75.0
14.0,0.0,5.0,0.0,2,2,1,844.2243678571961,0,0,0,0.0,0.0,33.0
19.0,1.0,2.0,1.0,2,2,1,900.0,0,0,0,1.0,1.0,25.0
11.0,0.0,1.0,0.0,1,1,0,466.42230268353376,0,0,1,0.0,1.0,26.0
18.0,0.0,4.0,0.0,3,2,3,960.0,0,0,0,0.0,2.0,51.5
26.0,1.0,3.0,1.0,4,4,2,2600.0,0,0,1,0.0,0.0,160.0
16.0,1.0,2.0,2.0,5,3,1,2580.0,0,0,1,3.0,1.0,207.0
19.0,1.0,2.0,0.0,4,3,0,1007.0,0,0,1,1.0,1.0,125.0
30.0,1.0,1.0,2.0,3,3,1,1650.0,0,0,1,1.0,1.0,100.0
18.0,0.0,4.0,1.0,3,2,0,1460.0,0,0,1,0.0,2.0,35.0
22.0,0.0,1.0,0.0,3,2,2,1740.0,0,0,1,1.0,2.0,45.0
35.0,1.0,2.0,2.0,2,2,2,1200.0,0,0,1,1.0,2.0,24.0
15.0,1.0,2.0,2.0,5,4,2,2700.0,0,0,1,1.0,1.0,130.0
2.0,1.0,2.0,2.0,10,5,3,2640.0,0,0,1,3.0,2.0,150.0
18.0,0.0,3.0,0.0,2,1,1,984.0,0,0,1,0.0,2.0,35.0
19.0,1.0,2.0,0.0,5,4,0,260.0,0,1,1,1.0,2.0,190.0
1.0,1.0,2.0,2.0,5,7,3,4000.0,0,0,1,3.0,1.0,600.0
18.0,0.0,4.0,0.0,3,3,2,1110.0,0,0,0,3.0,2.0,45.0
22.0,0.0,1.0,1.0,4,3,2,1511.0,0,0,0,0.0,2.0,75.0
18.0,1.0,2.0,1.0,4,4,2,1320.0,0,0,0,1.0,1.0,120.0
11.0,0.0,1.0,0.0,1,1,2,480.0,0,0,1,3.0,1.0,16.0
3.0,1.0,2.0,2.0,5,4,2,2200.0,0,0,1,3.0,2.0,80.0
9.0,0.0,6.0,0.0,3,2,2,1100.0,0,0,0,1.0,2.0,55.0
21.0,1.0,1.0,1.0,3,2,0,1250.0,0,0,1,0.0,1.0,64.06
35.0,1.0,3.0,0.0,3,6,0,1000.0,0,0,1,3.0,1.0,105.0
13.0,0.0,2.0,2.0,3,2,2,971.7131305906952,0,0,0,3.0,1.0,45.0
18.0,0.0,4.0,1.0,3,2,2,1134.960936529932,0,0,0,0.0,2.0,50.0
20.0,0.0,4.0,1.0,2,2,1,780.0,0,0,1,0.0,2.0,18.0
20.0,0.0,4.0,0.0,3,2,1,1158.0,0,0,0,0.0,2.0,30.0
24.0,0.0,2.0,1.0,3,2,0,1290.0,0,0,1,0.0,2.0,25.0
35.0,1.0,2.0,0.0,3,3,2,1170.0,0,0,1,3.0,1.0,115.0
34.0,1.0,1.0,1.0,5,3,1,1500.0,0,0,0,3.0,1.0,65.0
1.0,1.0,2.0,2.0,4,5,2,4000.0,0,0,1,3.0,1.0,550.0
19.0,1.0,2.0,2.0,3,2,1,800.0,0,0,1,3.0,1.0,210.0
0.0,0.0,3.0,1.0,2,2,1,600.0,0,0,1,3.0,1.0,22.0
10.0,0.0,3.0,1.0,2,2,1,660.7649288016728,0,0,1,3.0,1.0,32.5
6.0,0.0,4.0,2.0,3,2,2,1320.0,0,0,1,0.0,2.0,38.0
26.0,0.0,2.0,0.0,3,2,1,1250.0,0,0,1,0.0,2.0,31.0
22.0,0.0,3.0,1.0,2,2,2,725.0,0,0,1,1.0,2.0,22.0
3.0,1.0,1.0,2.0,4,4,0,1200.0,0,0,1,1.0,2.0,130.0
31.0,0.0,2.0,1.0,3,2,1,840.0,0,0,1,3.0,1.0,45.0
3.0,1.0,2.0,2.0,3,2,1,1332.0,0,0,1,1.0,2.0,150.0
6.0,1.0,2.0,0.0,4,4,2,1800.0,0,0,1,1.0,1.0,160.0
18.0,0.0,1.0,1.0,2,2,2,1298.0,0,0,1,3.0,2.0,40.0
26.0,0.0,2.0,1.0,3,3,2,1440.0,0,0,1,3.0,2.0,35.0
11.0,1.0,1.0,1.0,2,2,1,945.0,0,0,1,1.0,1.0,22.0
12.0,0.0,1.0,0.0,2,2,0,1349.0,0,0,1,3.0,1.0,42.0
17.0,1.0,1.0,2.0,3,3,1,1100.0,0,0,1,1.0,1.0,160.0
32.0,1.0,3.0,1.0,5,3,2,2400.0,0,0,1,3.0,1.0,290.0
31.0,0.0,3.0,2.0,2,2,2,900.0,0,0,0,3.0,1.0,27.0
22.0,0.0,4.0,0.0,2,2,1,972.0,0,0,1,1.0,2.0,40.0
13.0,0.0,4.0,2.0,4,3,3,2100.0,0,0,1,3.0,1.0,75.0
5.0,1.0,3.0,0.0,2,4,3,2000.0,0,0,0,3.0,1.0,82.0
1.0,1.0,1.0,2.0,4,2,1,2000.0,0,0,1,1.0,1.0,420.0
12.0,0.0,5.0,1.0,3,3,2,1372.0589403940617,1,0,0,3.0,1.0,185.0
12.0,0.0,1.0,0.0,3,2,2,1020.0,0,0,0,3.0,1.0,55.0
18.0,0.0,3.0,1.0,2,2,2,940.0,0,0,0,0.0,0.0,35.0
4.0,1.0,2.0,1.0,2,3,0,1000.0,0,0,1,1.0,1.0,26.0
0.0,1.0,2.0,0.0,4,3,2,2200.0,0,0,2,1.0,2.0,125.0
15.0,0.0,2.0,0.0,2,2,1,1200.0,0,0,1,3.0,2.0,35.0
35.0,1.0,3.0,2.0,4,4,3,4000.0,0,0,1,3.0,2.0,850.0
9.0,0.0,1.0,1.0,3,3,2,1800.0,0,0,1,3.0,2.0,75.0
6.0,1.0,1.0,2.0,3,3,2,2400.0,0,0,1,3.0,1.0,150.0
9.0,1.0,2.0,0.0,3,3,2,1130.0,0,0,0,1.0,2.0,125.0
18.0,0.0,2.0,1.0,3,2,3,1250.0,0,0,1,2.0,2.0,34.0
19.0,0.0,1.0,1.0,3,2,1,1150.0,0,0,1,1.0,1.0,35.0
18.0,0.0,4.0,0.0,3,2,2,1752.0,1,0,0,0.0,2.0,48.0
22.0,1.0,2.0,0.0,3,4,1,1500.0,0,0,1,3.0,1.0,85.0
12.0,0.0,1.0,2.0,3,2,0,1000.0,0,0,1,3.0,1.0,33.0
14.0,1.0,2.0,0.0,5,4,0,2800.0,0,0,1,0.0,1.0,60.0
20.0,0.0,4.0,2.0,2,2,2,632.0022201361883,0,0,1,0.0,2.0,18.5
22.0,0.0,1.0,2.0,2,2,1,840.0,0,0,1,3.0,1.0,22.5
34.0,0.0,2.0,0.0,3,2,1,1080.0,0,0,1,3.0,1.0,46.0
9.0,1.0,3.0,1.0,4,4,2,2500.0,0,0,2,1.0,1.0,130.0
14.0,1.0,2.0,1.0,3,3,2,1165.0,0,0,2,1.0,1.0,99.0
2.0,1.0,1.0,0.0,3,2,0,1417.0,0,0,1,3.0,1.0,110.0
15.0,1.0,2.0,2.0,3,3,3,3000.0,0,1,1,3.0,1.0,180.0
33.0,0.0,3.0,1.0,3,2,2,1095.0,0,0,1,1.0,1.0,40.0
30.0,1.0,2.0,2.0,4,4,1,2100.0,0,0,1,3.0,1.0,79.5
23.0,0.0,1.0,1.0,2,2,2,817.1999999999999,0,0,1,3.0,1.0,18.0
33.0,0.0,3.0,1.0,2,2,2,542.0,0,0,1,0.0,2.0,27.0
11.0,1.0,2.0,0.0,3,3,1,720.0,0,0,1,3.0,1.0,45.0
10.0,0.0,6.0,1.0,2,2,1,774.0,0,0,1,1.0,1.0,40.0
26.0,0.0,4.0,0.0,3,2,1,1680.0,0,0,1,3.0,2.0,35.0
27.0,1.0,2.0,1.0,2,3,1,600.0,0,0,1,2.0,1.0,35.0
33.0,0.0,2.0,0.0,3,2,3,1155.0,0,0,1,0.0,2.0,51.0
20.0,0.0,2.0,0.0,2,2,1,777.3705044725563,0,0,1,0.0,2.0,30.0
9.0,0.0,5.0,1.0,3,3,2,1821.0,0,0,0,0.0,2.0,80.0
10.0,1.0,1.0,1.0,3,2,1,900.0,0,0,1,3.0,1.0,22.9
3.0,0.0,2.0,0.0,2,2,1,799.0,0,0,1,0.0,2.0,27.0
17.0,1.0,3.0,2.0,3,6,3,1600.0,0,0,1,3.0,1.0,300.0
16.0,0.0,1.0,2.0,2,2,1,583.0278783544172,0,0,1,3.0,1.0,25.0
18.0,0.0,1.0,0.0,2,2,1,868.0,0,0,1,3.0,1.0,40.0
14.0,0.0,2.0,1.0,3,3,2,1150.0,0,0,1,0.0,0.0,33.0
18.0,0.0,5.0,1.0,3,3,3,1100.0,0,0,0,0.0,2.0,40.0
1.0,1.0,2.0,2.0,4,4,3,2412.0,1,0,1,3.0,1.0,350.0
30.0,1.0,2.0,0.0,2,2,0,1140.0,0,0,1,1.0,2.0,38.0
26.0,0.0,4.0,1.0,3,3,2,1442.7996563010645,0,0,0,2.0,2.0,67.0
12.0,0.0,2.0,2.0,2,1,1,420.0,0,0,1,3.0,1.0,25.0
10.0,1.0,2.0,0.0,3,3,1,1500.0,0,0,0,3.0,1.0,65.0
25.0,0.0,1.0,0.0,1,1,1,349.8167270126503,0,0,1,3.0,1.0,25.0
14.0,1.0,1.0,0.0,2,1,2,450.0,0,0,0,1.0,1.0,22.0
14.0,0.0,2.0,1.0,2,1,1,565.1999999999999,0,0,0,1.0,1.0,24.0
19.0,0.0,6.0,1.0,3,2,1,893.9760801434396,0,0,1,1.0,1.0,34.95
9.0,0.0,4.0,1.0,2,2,2,850.0,0,0,1,3.0,1.0,22.0
10.0,1.0,2.0,1.0,2,1,2,600.0,0,0,1,3.0,1.0,35.0
25.0,1.0,1.0,2.0,2,2,1,600.0,0,0,1,1.0,1.0,24.5
16.0,1.0,2.0,2.0,9,7,2,5200.0,0,0,1,3.0,1.0,285.0
26.0,1.0,2.0,1.0,4,3,1,1300.0,0,0,1,0.0,2.0,226.0
10.0,1.0,2.0,2.0,4,3,2,1800.0,0,0,1,3.0,1.0,200.0
9.0,0.0,6.0,1.0,3,3,2,1200.0,0,0,0,1.0,1.0,70.0
6.0,1.0,2.0,2.0,6,6,2,10760.0,1,1,2,0.0,2.0,750.0
15.0,0.0,1.0,1.0,2,2,1,583.0278783544172,0,0,1,3.0,1.0,19.0
32.0,1.0,2.0,1.0,3,2,1,1500.0,0,0,1,3.0,1.0,150.0
4.0,0.0,2.0,0.0,3,2,1,956.1657205012442,0,0,1,0.0,2.0,40.0
32.0,1.0,2.0,0.0,3,4,3,2200.0,1,0,1,3.0,1.0,350.0
26.0,1.0,2.0,1.0,4,4,2,1200.0,0,0,0,1.0,2.0,120.0
36.0,1.0,1.0,0.0,2,2,0,900.0,0,0,1,3.0,1.0,40.0
22.0,0.0,2.0,2.0,2,2,1,544.1593531307893,0,0,1,3.0,1.0,17.0
15.0,1.0,1.0,2.0,3,2,1,680.0,0,0,1,3.0,1.0,29.0
13.0,1.0,2.0,2.0,3,3,2,1500.0,0,0,1,3.0,1.0,38.0
18.0,0.0,3.0,0.0,1,1,1,310.9482017890225,0,0,1,0.0,2.0,18.0
4.0,0.0,4.0,0.0,3,2,1,1073.0,0,0,1,3.0,2.0,30.9
12.0,1.0,2.0,2.0,2,2,2,900.0,0,0,0,3.0,1.0,90.0
14.0,0.0,6.0,0.0,2,2,3,862.0,0,0,1,1.0,2.0,30.0
9.0,0.0,2.0,1.0,2,2,2,890.0,0,0,0,0.0,2.0,42.0
14.0,1.0,2.0,1.0,4,4,1,1032.0,0,0,0,1.0,2.0,100.0
35.0,1.0,2.0,2.0,7,6,2,2400.0,0,0,1,1.0,1.0,210.0
27.0,1.0,2.0,1.0,3,2,2,1000.0,0,0,1,3.0,1.0,59.0
14.0,0.0,6.0,1.0,3,2,2,1236.0191021113644,0,0,2,0.0,2.0,56.0
9.0,1.0,2.0,2.0,3,3,2,1200.0,0,0,0,1.0,1.0,135.0
27.0,0.0,2.0,0.0,2,2,0,839.5601448303607,0,0,1,1.0,2.0,25.0
13.0,1.0,4.0,1.0,7,7,3,12000.0,1,1,2,1.0,0.0,545.0
1.0,0.0,5.0,0.0,4,3,3,3133.2,0,0,2,3.0,1.0,200.0
17.0,1.0,1.0,2.0,3,1,0,480.0,0,0,1,3.0,1.0,10.0
33.0,0.0,4.0,1.0,3,2,2,1320.0,0,0,1,0.0,2.0,42.0
22.0,0.0,2.0,0.0,2,2,1,811.0,0,0,1,3.0,1.0,20.0
14.0,0.0,4.0,1.0,3,2,1,900.0,0,0,1,1.0,2.0,32.0
34.0,0.0,5.0,1.0,6,8,3,2689.701945475045,1,0,1,2.0,2.0,480.0
22.0,1.0,2.0,0.0,3,3,1,703.0,0,0,1,0.0,1.0,60.0
22.0,1.0,3.0,1.0,5,5,3,1320.0,0,0,2,0.0,2.0,180.0
3.0,1.0,2.0,1.0,3,3,2,800.0,0,0,0,1.0,1.0,56.0
3.0,0.0,3.0,0.0,2,2,1,840.0,0,0,1,3.0,1.0,30.0
9.0,0.0,4.0,1.0,3,3,2,1162.8,0,0,1,3.0,1.0,69.0
10.0,0.0,1.0,1.0,1,1,0,720.0,0,0,1,3.0,1.0,12.0
13.0,0.0,3.0,2.0,3,2,2,1300.0,0,0,0,3.0,1.0,36.0
12.0,0.0,1.0,2.0,2,1,1,700.0,0,0,1,3.0,1.0,65.0
1.0,0.0,3.0,1.0,3,2,1,946.0,0,0,1,1.0,1.0,27.25
22.0,0.0,2.0,1.0,3,3,1,1872.0,0,0,1,0.0,2.0,85.0
22.0,1.0,3.0,1.0,4,4,2,4100.0,0,1,2,0.0,2.0,230.0
15.0,1.0,1.0,2.0,3,2,0,1200.0,0,0,1,3.0,1.0,85.0
1.0,0.0,1.0,1.0,3,3,2,1080.0,0,0,1,1.0,1.0,52.0
20.0,0.0,4.0,1.0,2,1,2,660.0,0,0,1,1.0,2.0,16.5
22.0,1.0,2.0,0.0,3,2,1,800.0,0,0,0,3.0,1.0,50.0
10.0,0.0,1.0,0.0,2,2,2,840.0,0,0,1,3.0,1.0,20.0
3.0,1.0,2.0,1.0,4,2,2,1177.0,0,0,1,1.0,1.0,81.0
18.0,1.0,2.0,0.0,3,3,2,1000.0,0,0,0,1.0,1.0,90.0
20.0,1.0,1.0,1.0,3,2,2,1250.0,0,0,1,1.0,1.0,75.0
20.0,1.0,1.0,1.0,2,2,1,1200.0,0,0,1,1.0,1.0,80.0
20.0,0.0,2.0,1.0,2,2,2,900.0,0,0,1,0.0,2.0,36.0
34.0,1.0,3.0,2.0,10,5,2,2250.0,0,0,1,3.0,1.0,700.0
9.0,0.0,3.0,2.0,3,3,1,1088.0,0,0,1,1.0,1.0,54.9
15.0,0.0,3.0,0.0,2,2,1,960.0,0,0,1,3.0,1.0,18.0
12.0,0.0,2.0,0.0,2,2,1,780.0,0,0,1,3.0,1.0,30.0
3.0,0.0,5.0,0.0,2,2,1,879.5999999999999,0,0,0,0.0,2.0,25.0
15.0,1.0,2.0,0.0,3,2,1,1280.0,0,0,1,3.0,1.0,42.0
25.0,1.0,1.0,0.0,3,2,2,1400.0,0,0,1,1.0,1.0,25.0
7.0,1.0,2.0,0.0,2,1,2,700.0,0,0,1,3.0,1.0,66.0
17.0,1.0,1.0,2.0,3,3,2,2000.0,0,0,1,1.0,1.0,211.0
14.0,0.0,1.0,1.0,3,3,2,1620.0,0,0,1,0.0,2.0,39.0
19.0,1.0,2.0,1.0,3,2,1,450.0,0,0,0,3.0,1.0,25.0
26.0,1.0,2.0,1.0,3,2,2,512.0,0,0,1,3.0,1.0,45.0
26.0,0.0,1.0,1.0,3,2,3,1484.0,0,0,0,3.0,2.0,40.0
9.0,0.0,3.0,1.0,3,2,2,1030.0,0,0,1,3.0,2.0,62.0
22.0,1.0,2.0,1.0,4,3,2,1500.0,0,0,0,1.0,1.0,150.0
15.0,1.0,1.0,1.0,5,3,2,4000.0,0,0,1,1.0,1.0,270.0
26.0,0.0,3.0,1.0,3,3,2,1047.0,0,1,1,0.0,2.0,60.0
9.0,0.0,5.0,1.0,3,3,1,1232.0,0,0,0,0.0,2.0,70.0
6.0,1.0,2.0,0.0,4,3,2,1265.0,0,0,0,1.0,2.0,125.0
26.0,0.0,2.0,1.0,3,3,2,1096.0,0,0,1,0.0,2.0,63.0
11.0,0.0,1.0,1.0,1,1,2,509.0,0,0,1,3.0,1.0,25.0
20.0,1.0,2.0,1.0,3,3,1,1145.0,0,0,1,1.0,1.0,110.0
12.0,0.0,15.0,1.0,3,3,2,1617.7080198073895,1,0,1,2.0,2.0,250.0
26.0,1.0,1.0,2.0,2,2,0,1334.0,0,0,1,3.0,1.0,55.0
18.0,1.0,2.0,0.0,4,4,3,1500.0,0,0,1,1.0,2.0,160.0
12.0,0.0,1.0,0.0,2,1,1,1200.0,0,0,1,3.0,1.0,47.0
16.0,1.0,3.0,2.0,9,7,0,4700.0,0,0,1,3.0,1.0,180.0
14.0,1.0,1.0,1.0,2,2,0,710.0,0,0,1,0.0,1.0,26.6
22.0,0.0,7.0,1.0,2,2,2,831.7864397856351,0,0,0,3.0,2.0,35.0
23.0,0.0,2.0,0.0,2,2,2,563.5936157426032,0,0,1,3.0,1.0,22.5
11.0,1.0,2.0,0.0,3,2,1,2000.0,0,0,1,3.0,1.0,52.0
10.0,1.0,2.0,0.0,5,3,0,4500.0,0,0,1,3.0,1.0,130.0
22.0,0.0,7.0,0.0,2,2,2,1093.0,0,0,1,3.0,2.0,40.0
13.0,0.0,2.0,0.0,2,2,2,1200.0,0,0,1,3.0,2.0,45.0
10.0,1.0,2.0,0.0,3,3,1,1034.0,0,0,1,3.0,1.0,100.0
14.0,0.0,4.0,1.0,3,2,1,1590.0,0,0,1,0.0,2.0,45.0
15.0,0.0,5.0,0.0,3,2,2,1050.0,0,0,2,3.0,1.0,32.0
20.0,1.0,2.0,0.0,4,3,1,1150.0,0,0,1,0.0,1.0,85.0
10.0,1.0,2.0,2.0,9,7,1,3000.0,0,0,1,3.0,2.0,150.0
15.0,0.0,4.0,1.0,2,2,2,1892.4,1,0,0,1.0,2.0,42.0
4.0,0.0,7.0,1.0,2,1,1,430.0,0,0,1,0.0,2.0,25.0
12.0,0.0,8.0,0.0,2,2,1,1141.2,0,0,1,1.0,2.0,60.0
24.0,0.0,1.0,0.0,3,2,3,835.6732923079979,0,0,1,1.0,1.0,25.0
9.0,0.0,1.0,2.0,3,2,2,932.8446053670676,0,0,2,0.0,1.0,55.0
29.0,1.0,2.0,1.0,2,2,2,1050.0,0,0,1,3.0,1.0,35.0
27.0,0.0,1.0,0.0,2,2,1,888.0,0,0,1,3.0,1.0,16.0
35.0,0.0,1.0,0.0,3,3,2,1500.0,0,0,0,3.0,2.0,75.0
0.0,1.0,2.0,2.0,3,3,1,1200.0,0,0,1,1.0,1.0,85.0
25.0,0.0,1.0,1.0,2,2,1,950.0,0,0,1,3.0,1.0,15.0
4.0,1.0,1.0,1.0,2,1,1,650.0,0,0,1,3.0,1.0,24.0
6.0,1.0,2.0,0.0,3,2,2,1000.0,0,0,1,3.0,1.0,100.0
12.0,0.0,3.0,1.0,4,5,3,3300.0,1,0,2,2.0,2.0,450.0
23.0,1.0,2.0,1.0,3,3,1,1350.0,0,0,1,3.0,1.0,61.0
10.0,1.0,2.0,1.0,2,1,0,840.0,0,0,1,0.0,2.0,18.0
29.0,0.0,5.0,0.0,2,2,1,996.0,0,0,1,1.0,2.0,25.0
15.0,1.0,2.0,1.0,3,3,1,1600.0,0,0,1,1.0,1.0,70.0
17.0,1.0,2.0,2.0,5,3,1,2580.0,0,0,1,3.0,1.0,207.0
3.0,0.0,4.0,0.0,3,3,3,804.5784721290958,0,0,1,0.0,2.0,36.0
36.0,1.0,2.0,0.0,3,3,2,1440.0,0,0,2,1.0,2.0,115.0
18.0,1.0,1.0,1.0,2,2,2,1000.0,0,0,1,1.0,2.0,25.0
22.0,0.0,4.0,1.0,3,2,1,1240.8,0,0,1,0.0,2.0,55.0
3.0,1.0,2.0,0.0,3,2,1,1050.0,0,0,1,1.0,1.0,75.0
26.0,0.0,2.0,1.0,2,2,1,544.1593531307893,0,0,1,3.0,2.0,22.0
13.0,0.0,1.0,2.0,3,3,3,1625.0,0,0,1,3.0,1.0,41.0
9.0,0.0,4.0,1.0,3,3,2,971.7131305906952,0,0,2,3.0,1.0,72.0
3.0,1.0,1.0,0.0,4,2,2,1200.0,0,0,1,1.0,1.0,80.0
23.0,0.0,2.0,0.0,4,3,3,1560.0,0,0,1,3.0,2.0,62.0
19.0,1.0,2.0,0.0,3,2,1,1800.0,0,0,1,3.0,1.0,85.0
26.0,0.0,1.0,0.0,2,2,2,756.0,0,0,1,3.0,2.0,16.0
10.0,0.0,1.0,1.0,3,2,1,1200.0,0,0,0,3.0,1.0,35.0
1.0,0.0,1.0,2.0,2,2,1,600.0,0,0,1,3.0,1.0,15.0
18.0,0.0,6.0,0.0,2,2,2,1006.0,0,0,0,1.0,2.0,30.0
30.0,0.0,2.0,0.0,2,2,2,777.3705044725563,0,0,1,3.0,1.0,25.0
32.0,1.0,2.0,2.0,3,2,2,1000.0,0,0,1,3.0,1.0,85.0
35.0,1.0,2.0,2.0,5,5,3,4000.0,1,1,0,3.0,2.0,1100.0
10.0,1.0,2.0,0.0,5,5,3,4000.0,0,0,1,1.0,1.0,275.0
19.0,0.0,7.0,1.0,2,2,2,912.0,0,0,2,3.0,1.0,29.5
10.0,0.0,1.0,0.0,1,1,1,480.0,0,0,1,3.0,1.0,14.0
24.0,0.0,2.0,0.0,3,2,3,960.0,0,0,0,1.0,1.0,25.0
11.0,0.0,5.0,1.0,3,2,1,691.8597489805751,0,0,1,3.0,1.0,24.0
1.0,0.0,1.0,1.0,3,2,2,1200.0,0,0,1,3.0,1.0,65.0
22.0,0.0,7.0,1.0,2,2,1,831.7864397856351,0,0,1,3.0,2.0,35.0
12.0,0.0,5.0,2.0,2,2,2,1524.0,0,0,1,2.0,2.0,118.0
20.0,0.0,3.0,0.0,1,1,1,334.2693169231992,0,0,1,1.0,2.0,9.5
35.0,0.0,1.0,1.0,2,2,2,960.0,0,0,1,1.0,1.0,47.0
2.0,1.0,3.0,0.0,1,3,2,1500.0,1,0,0,3.0,1.0,61.0
22.0,0.0,2.0,1.0,2,2,2,708.1845295744987,0,0,0,1.0,2.0,19.5
6.0,0.0,4.0,1.0,3,3,2,1674.0,0,0,1,1.0,2.0,58.0
33.0,0.0,3.0,1.0,3,3,3,1308.0,0,0,1,1.0,2.0,55.0
33.0,0.0,6.0,0.0,3,2,3,1496.0,0,0,2,0.0,2.0,62.5
19.0,1.0,3.0,1.0,3,3,3,1324.0,1,0,0,3.0,1.0,46.0
6.0,1.0,2.0,1.0,3,3,1,2000.0,0,0,1,1.0,2.0,110.0
20.0,0.0,1.0,0.0,3,2,2,902.0,0,0,0,0.0,2.0,42.0
12.0,1.0,2.0,2.0,5,4,2,1500.0,0,0,2,3.0,1.0,225.0
20.0,1.0,2.0,0.0,3,3,2,1000.0,0,0,0,0.0,1.0,77.0
3.0,1.0,2.0,1.0,3,3,2,800.0,0,0,1,1.0,1.0,70.0
18.0,0.0,3.0,1.0,4,4,2,1671.346584615996,0,0,0,0.0,2.0,70.0
18.0,1.0,1.0,1.0,4,4,3,1000.0,0,0,1,1.0,1.0,120.0
9.0,1.0,1.0,1.0,3,3,2,1000.0,0,0,1,1.0,1.0,75.0
4.0,0.0,5.0,1.0,3,3,3,1197.1505768877366,0,0,1,1.0,2.0,60.0
22.0,0.0,1.0,2.0,2,2,1,1080.0,0,0,2,3.0,1.0,32.0
3.0,0.0,5.0,1.0,3,2,1,1100.0,0,0,1,3.0,2.0,35.0
6.0,1.0,2.0,2.0,3,4,1,1200.0,0,0,1,3.0,1.0,135.0
27.0,0.0,1.0,2.0,2,1,0,501.4039753847988,0,0,1,3.0,1.0,13.0
26.0,0.0,6.0,1.0,4,4,2,1686.0,1,0,0,2.0,2.0,105.0
26.0,1.0,1.0,1.0,1,1,0,1320.0,0,0,1,1.0,1.0,49.0
22.0,0.0,2.0,0.0,1,2,2,497.517122862436,0,0,1,3.0,1.0,11.0
18.0,0.0,4.0,1.0,3,2,1,1200.0,0,0,1,0.0,2.0,39.0
20.0,0.0,6.0,1.0,4,4,3,1974.0,0,0,1,0.0,2.0,58.0
10.0,1.0,1.0,2.0,6,5,3,4000.0,1,0,0,3.0,1.0,320.0
